"YKL105C_dma2844" "YJL012C_dma2460" "YMR020W_dma3647" "YOL150C_dma4408" "YDR502C_dma5259" "YBL010C_dma88" "YJL060W_dma2477" "YMR326C_dma3914" "YIL035C_dma2280" "YDR169C_dma955" "YBR170C_dma336" "YFL007W_dma5286" "YFL006W_dma1487" "YPL239W_dma4962" "YGL085W_dma1667" "YOR105W_dma4532" "YDL033C_dma630" "YBR044C_dma206" "YCR063W_dma586" "YHR049W_dma2118" "YKL148C_dma2862" "YLL041C_dma3054" "YOL071W_dma4366" "YPL262W_dma5014" "YDR178W_dma951" "YDL124W_dma699" "YBR230C_dma401" "YOL055C_dma4334" "YER132C_dma1423" "YDL114W_dma706" "YCL013W_dma475" "YDR516C_dma1233" "YOR092W_dma4517" "YOL126C_dma4395" "YCL028W_dma501" "YER072W_dma1375" "YDR475C_dma1192" "YER042W_dma1337" "YHR016C_dma2098" "YKL151C_dma2859" "YKL149C_dma2861" "YOL064C_dma4348" "YJL121C_dma2516" "YJL120W_dma5179" "YLR089C_dma3191" "YHR139C-A_dma2176" "YGR212W_dma1978" "YOL086C_dma5363" "YOL087C_dma4380" "YCL025C_dma469" "YIR023W_dma2435" "YBR289W_dma449" "YHL025W_dma2060" "YJL175W_dma2564" "YDR463W_dma1199" "YBR068C_dma231" "YHR006W_dma2080" "YFL049W_dma1504" "YDR073W_dma888" "YDR128W_dma915" "YBL104C_dma173" "YKL176C_dma2888" "YML121W_dma3622" "YKR007W_dma2921" "YBR076W_dma247" "YDR508C_dma1216" "YDR509W_dma1215" "YMR304W_dma3909" "YLR436C_dma3485" "YDL172C_dma735" "YDL173W_dma734" "YHR178W_dma2213" "YGL023C_dma1597" "YJR066W_dma5319" "YJR139C_dma2730" "YDR157W_dma939" "YER052C_dma1350" "YDR158W_dma938" "YOR184W_dma4596" "YGR208W_dma1958" "YHR009C_dma2079" "YCL062W_dma521" "YCL063W_dma520" "YJL057C_dma2480" "YOR333C_dma5347" "YOR334W_dma4739" "YPL060W_dma4801" "YKL106W_dma2843" "YLR374C_dma3419" "YLR373C_dma3420" "YGR071C_dma1840" "YMR085W_dma3674" "YGL202W_dma1739" "YIL012W_dma2251" "YKR099W_dma3018" "YDL106C_dma688" "YDL181W_dma749" "YDL182W_dma748" "YDL183C_dma747" "YBR291C_dma447" "YDL131W_dma715" "YOL067C_dma4346" "YGL252C_dma1770" "YOL027C_dma4299" "YNL037C_dma3972" "YOR135C_dma4556" "YOR136W_dma4555" "YNL063W_dma3980" "YNR055C_dma4270" "YGL059W_dma1621" "YOR276W_dma4676" "YOR277C_dma4675" "YOR197W_dma4631" "YKL171W_dma2891" "YGL051W_dma1627" "YGR268C_dma2011" "YOR255W_dma4666" "YMR247C_dma3860" "YDL175C_dma755" "YPR157W_dma5144" "YOL107W_dma4388" "YPL200W_dma4941" "YBR040W_dma210" "YLL019C_dma3044" "YLL020C_dma3043" "YDR436W_dma1167" "YMR265C_dma3868" "YLR020C_dma3111" "YNR047W_dma4252" "YHR132W-A_dma2161" "YLR219W_dma3286" "YOL136C_dma4413" "YNL156C_dma4052" "YPL187W_dma4928" "YPL208W_dma4934" "YLR450W_dma3497" "YML075C_dma3580" "YGR282C_dma2005" "YML017W_dma3519" "YJR131W_dma2735" "YJR150C_dma2745" "YIL037C_dma2278" "YOR029W_dma4463" "YNL045W_dma3967" "YOL114C_dma4404" "YGL199C_dma1718" "YOL109W_dma4386" "YNL104C_dma4015" "YMR104C_dma3707" "YJR116W_dma2702" "YHR195W_dma2225" "YHR176W_dma2214" "YKL005C_dma2740" "YDR476C_dma1191" "YJR125C_dma2718" "YGR256W_dma1994" "YNL115C_dma4010" "YFL033C_dma5267" "YJL162C_dma2550" "YKR102W_dma3015" "YKL221W_dma2926" "YLR118C_dma3216" "YPL245W_dma4958" "YBR149W_dma305" "YBR186W_dma345" "YBR008C_dma189" "YCR106W_dma623" "YHR143W_dma2173" "YDR479C_dma1190" "YLR324W_dma3368" "YIL114C_dma2361" "YLR012C_dma3119" "YMR302C_dma3889" "YLL051C_dma3091" "YIR035C_dma2447" "YJR010W_dma2607" "YJR096W_dma2669" "YJL161W_dma2551" "YHR153C_dma2191" "YIL113W_dma2362" "YMR095C_dma3691" "YMR096W_dma3690" "YBR218C_dma367" "YOR316C_dma4725" "YJL065C_dma2474" "YJL064W_dma2475" "YOR304W_dma4700" "YGL133W_dma1691" "YOR097C_dma4514" "YPR063C_dma5074" "YKL174C_dma2890" "YOL155C_dma4427" "YOL159C_dma4425" "YNL134C_dma4042" "YOL158C_dma4426" "YMR145C_dma3756" "YKL178C_dma2886" "YHR103W_dma2139" "YKL163W_dma2874" "YDL168W_dma739"
"YMR171C_sn111" -0.7438 0.48955 -0.79255 0.16915 -0.41615 -0.1391 0.93275 0.89215 -0.12585 0.09735 0.3872 0.6213 0.15655 0.17705 0.5176 -0.86705 -0.4228 -0.349 -0.6446 0.4379 -0.88415 0.92295 0.4214 0.346 0.19215 0.688 0.9553 -0.918 0.5978 0.2923 0.92945 -0.00879999999999992 0.5175 0.99305 -0.3205 -0.0935499999999999 0.17015 0.31125 -0.35975 -0.1268 0.88625 0.33695 0.00580000000000003 0.8877 -0.436 -0.0659 0.8806 0.02135 -0.92675 0.99495 0.717 -0.74345 -0.77235 -0.52375 0.4417 -0.12805 0.24755 -0.3902 0.2229 0.6361 -0.7044 0.96565 0.0517000000000001 0.9925 0.8384 -0.0091 0.21505 -0.88155 0.41135 -0.83975 0.8106 -0.45625 0.20705 0.24425 0.4181 0.9397 0.8345 -0.76745 -0.5223 0.9974 -0.49405 -0.5351 0.3084 0.74485 -0.8031 -0.15035 0.1269 0.3226 0.88215 0.61735 -0.6087 0.5979 0.1057 0.3626 -0.2721 0.8434 0.5123 0.5485 -0.70465 0.5182 0.97365 -0.16785 0.91845 -0.0931 -0.13695 0.3632 0.7059 -0.32795 -0.5744 0.5534 0.60595 0.62655 0.58455 0.1121 -0.53535 0.4002 0.90555 0.82325 0.91535 0.15895 -0.3177 0.9043 -0.1259 -0.8401 -0.1612 0.9643 -0.1346 0.8631 0.9616 0.40215 -0.7465 -0.6732 0.66995 -0.9219 0.8055 0.85925 -0.69975 -0.5773 -0.258 0.08775 -0.71015 -0.01315 -0.0932499999999999 0.16865 0.78055 -0.43825 -0.26505 0.24825 -0.8249 -0.96865 -0.4365 0.47855 0.6993 0.5064 0.06185 0.70565 -0.20045 0.70975 -0.3731 0.4521 0.9059 -0.6232 0.78755 -0.6907 0.5422 -0.9691 -0.37615 0.99425 -0.3362 0.2815 -0.1093 0.8476 -0.0459999999999999 0.3559 -0.54335 -0.24555 -0.10955 -0.1172 0.97015 0.37785 -0.97045 -0.49235 -0.0138499999999999 0.81455 0.11745 0.88685 0.08815 0.3021 -0.12815 -0.06245 -0.7922 -0.8937 -0.6527 -0.66815 0.51715 0.4083 0.50295 -0.3581 0.73005 0.33375
"YIL158W_sn3773" -0.91475 -0.4091 0.14515 -0.76965 0.4935 0.93105 -0.4961 0.0226 -0.1497 -0.16125 -0.0963999999999999 -0.1067 -0.59605 0.53525 -0.6741 0.8822 -0.958 -0.24385 0.44365 -0.6368 0.4854 0.7233 0.22345 0.20395 0.84675 -0.67805 0.67545 0.4777 -0.4232 -0.29195 -0.79095 0.87815 0.262 -0.7786 -0.04655 0.41065 0.59175 0.47145 0.93235 -0.5984 0.78225 0.0390000000000001 -0.2012 -0.54985 -0.6813 -0.0538 -0.48195 0.96915 -0.28155 -0.33515 0.12365 0.2652 0.98575 -0.56895 -0.2536 0.5024 -0.59215 0.4203 0.90935 -0.93445 0.57845 -0.825 -0.22035 0.70765 0.66335 0.714 -0.14145 0.63125 0.4544 -0.5154 -0.99735 -0.0223 -0.4084 -0.2228 -0.59385 -0.44715 -0.93805 -0.76815 -0.13585 -0.5007 0.1813 0.6591 -0.29945 0.87585 0.5831 -0.99035 0.45305 -0.2385 0.9891 -0.69945 0.0114000000000001 -0.6777 0.05115 -0.1909 -0.1172 -0.0517 0.45655 0.6218 -0.738 -0.60585 0.2041 0.76225 0.89785 -0.96365 0.51195 -0.0196499999999999 -0.48325 -0.9097 -0.522 -0.16435 0.6476 0.58885 0.6982 -0.4425 0.26885 -0.95855 -0.7983 0.7047 0.22405 -0.4693 0.9114 0.27735 -0.0399999999999999 0.8013 -0.25555 -0.75855 0.8709 -0.2601 0.45895 0.8117 0.9157 0.6582 -0.1104 -0.7614 0.89595 -0.4189 -0.89455 -0.1563 0.5771 0.29475 -0.92785 -0.66835 0.6977 0.9957 -0.2031 -0.6424 -0.82605 -0.93285 -0.73795 -0.95085 0.67005 -0.12965 0.0270000000000001 -0.8977 0.1589 0.22515 -0.7941 -0.78485 0.1401 0.94775 0.86105 0.26905 0.5621 0.38455 0.62885 -0.4067 -0.79305 -0.45295 -0.21965 -0.5284 -0.8585 -0.5594 0.9201 0.8778 0.5156 -0.847 0.25785 -0.543 -0.4829 -0.08475 0.93275 0.66885 0.8099 0.97955 0.1829 -0.212 -0.8712 0.26655 0.288 0.1675 0.8109 -0.2225 0.8785 0.1266 0.2953 -0.70525 -0.9624 -0.83755 0.4878 -0.7424
"YOR004W_tsq1286" 0.0663 -0.74965 0.57885 -0.62915 -0.65755 -0.0492999999999999 -0.6304 0.54205 0.7516 -0.86515 0.46945 0.0912500000000001 -0.7708 0.5105 -0.7652 0.17505 -0.2937 -0.8388 -0.19745 -0.9591 0.6596 -0.25095 -0.4114 0.70885 -0.4839 -0.85405 -0.55765 0.8069 0.9789 0.9659 -0.67855 0.18695 0.83435 0.6966 0.2893 0.88785 0.7477 -0.81565 -0.6069 0.8359 0.7925 0.7025 0.6713 -0.36985 0.46185 -0.1144 0.8361 -0.8676 -0.21225 -0.6227 -0.84795 0.2136 -0.1555 0.40485 0.8692 0.36335 0.8932 -0.0844499999999999 -0.902 -0.2176 -0.499 -0.1656 0.171 -0.44225 0.11825 -0.06255 -0.728 0.85115 -0.38545 -0.99375 0.3494 -0.35875 0.2953 -0.0598 0.72265 -0.63265 0.3044 0.2163 -0.37205 0.04095 0.0902499999999999 0.72805 0.86995 0.893 0.4294 0.256 0.6723 0.8489 0.17465 0.1136 -0.56025 -0.36325 0.5369 0.87455 -0.8211 0.52255 0.50945 0.6323 -0.13045 0.6254 -0.2955 0.07335 0.7949 0.5449 -0.86975 -0.36585 0.8057 -0.278 -0.8509 0.367 0.82695 0.6863 -0.35225 0.408 0.1171 -0.4181 0.1638 -0.83185 0.72105 0.9969 -0.3071 0.3173 -0.3261 0.5259 -0.0891 0.7232 -0.7043 0.90385 -0.66925 0.5106 0.5874 0.0567 0.878 -0.4878 -0.5946 0.49755 0.81975 0.4425 -0.90165 -0.1865 -0.6709 0.4417 0.69115 -0.461 -0.74465 -0.0352 -0.0418999999999999 -0.4923 0.3626 0.7096 -0.99605 -0.635 -0.3246 -0.60605 -0.7589 -0.3248 0.2602 0.4293 -0.0894999999999999 -0.0481999999999999 0.11675 -0.9153 -0.62425 0.1966 0.4317 -0.41655 -0.18435 -0.0470499999999999 0.5184 -0.0448 0.49125 -0.84225 -0.73925 -0.21005 -0.05785 -0.70285 -0.0857 -0.22525 -0.62615 -0.74335 -0.42425 0.6124 0.75005 -0.9099 -0.2093 -0.48675 0.918 -0.49145 0.7704 0.0911500000000001 -0.61505 0.62165 -0.77975 0.43535 0.98485 -0.83365 0.86545 0.0181500000000001 -0.10725 0.32335
"YLR099C_sn622" 0.0323 -0.55535 -0.8215 -0.23555 -0.3912 -0.0539499999999999 -0.87705 -0.158 0.98885 -0.78825 -0.10565 -0.34535 0.352 -0.4534 0.5089 -0.2547 -0.3109 0.65545 -0.51395 -0.57195 -0.2872 0.8519 0.5878 -0.3356 0.63865 -0.4768 -0.6006 0.26955 -0.42805 -0.42575 -0.129 0.3106 -0.2216 0.1813 0.1039 0.0846500000000001 -0.078 -0.7589 -0.83935 0.26095 0.48465 -0.9428 -0.4746 0.64495 -0.58565 0.4017 0.78075 0.65395 0.29155 0.88765 0.0827500000000001 0.9815 -0.36035 0.1292 -0.53905 0.92605 -0.74805 0.4238 -0.698 0.61175 -0.30215 0.9026 -0.3092 -0.75115 -0.34455 -0.08505 0.8812 -0.23455 -0.0359999999999999 -0.32645 0.6412 0.00330000000000008 0.2246 0.49625 0.0707 0.96815 -0.6938 -0.2218 0.99735 0.6439 -0.91345 -0.98795 -0.338 0.9357 -0.3455 0.5464 0.98135 0.87585 0.8219 -0.26015 0.0820000000000001 -0.05275 -0.7117 -0.53395 0.2089 -0.25015 -0.6866 0.04175 -0.74985 -0.6277 -0.8997 0.53255 -0.6586 -0.8381 0.63835 -0.7658 -0.8257 0.7084 0.71795 -0.7736 -0.557 -0.7718 0.5343 -0.359 -0.71915 0.4518 -0.57585 -0.5449 0.26845 -0.8006 -0.2229 0.65945 0.39435 -0.7534 0.8681 0.9356 0.8091 0.33675 -0.28675 0.95945 0.7833 -0.0178499999999999 0.8077 0.3512 0.43825 0.0508999999999999 -0.92075 -0.56325 0.30935 -0.7916 0.3175 0.6051 0.82315 -0.4396 -0.465 -0.987 0.209 0.483 -0.86895 0.0101 0.36655 0.541 -0.3566 0.8803 -0.06865 -0.59575 -0.11995 0.2938 0.59815 -0.39295 0.6694 -0.36805 -0.87735 0.9298 0.9886 0.239 -0.4336 -0.78995 -0.2786 -0.6078 -0.8533 0.40355 -0.1668 -0.11015 0.3315 0.9943 -0.7871 -0.65015 -0.126 -0.00524999999999998 -0.8311 -0.49075 0.2169 0.9559 -0.1624 -0.6216 0.0221500000000001 0.1002 -0.2479 -0.8087 0.3866 0.14735 0.2633 -0.94845 -0.1516 0.00680000000000014 -0.20955 -0.66505 0.84635 -0.40085
"YOR143C_tsq1450" -0.02515 0.8709 -0.60245 0.5728 0.91525 0.5108 0.3725 0.48495 -0.81875 0.177 -0.9253 0.4468 0.4842 -0.9785 0.19015 0.618 -0.17365 -0.0722999999999999 0.42745 -0.44545 0.90815 0.27385 -0.74805 -0.1003 0.73455 0.9281 0.52475 0.39435 0.6743 0.58755 -0.2102 0.0503 -0.7675 0.4028 0.3707 0.8093 -0.06355 -0.68315 -0.87545 -0.80505 0.52535 -0.46685 -0.2871 0.8997 0.0397000000000001 0.40925 -0.81575 -0.00989999999999991 -0.2259 0.68955 0.40865 0.42145 -0.219 0.47555 0.4171 -0.2088 -0.95655 -0.9249 -0.60495 0.3944 0.0287500000000001 -0.84705 0.39715 -0.7507 -0.49865 0.1224 0.52435 -0.54765 -0.2214 -0.2639 0.16825 -0.9087 0.38575 -0.52685 0.77545 -0.477 -0.45415 0.6373 -0.5267 0.6223 -0.2287 -0.5894 0.31565 0.80965 -0.0652499999999999 0.9469 -0.2971 -0.3537 0.92965 0.36255 -0.7036 -0.92625 0.86405 0.31835 0.21135 0.80555 -0.43165 -0.7441 0.64215 0.9823 0.10305 0.8138 0.60465 -0.2838 0.2607 -0.3924 -0.76835 0.966 -0.0934999999999999 0.17395 -0.19635 0.6265 0.23425 0.22045 0.7276 -0.87235 0.661 -0.0800999999999999 -0.45415 0.18685 0.90575 0.50965 0.76145 -0.5663 -0.2459 -0.28775 -0.5225 -0.4108 -0.58165 0.3104 0.28275 0.86925 0.96645 0.0609 0.28915 0.32995 -0.3635 -0.4969 0.37375 -0.73315 0.44355 0.96595 -0.63595 -0.31675 -0.07485 -0.181 -0.4454 0.51345 0.48655 -0.0571499999999999 -0.34175 0.9459 -0.84365 0.0740499999999999 0.5056 -0.65265 0.19085 -0.6785 -0.5195 -0.45115 -0.06455 0.72265 -0.89 -0.28025 -0.271 -0.88725 -0.30035 0.48335 0.23455 0.7378 -0.57845 0.6205 -0.18275 -0.22015 0.84235 0.5071 -0.9095 0.28885 -0.8214 -0.76955 -0.3783 -0.7676 0.40185 -0.2177 -0.72955 -0.21015 -0.6017 -0.1655 -0.477 0.8019 0.5638 -0.8389 0.4876 0.904 0.16245 0.4935 0.2578 0.0925500000000001 -0.52825 -0.34555
"YML127W_tsq1462" -0.18975 0.42285 -0.8492 0.1316 -0.3899 -0.42585 0.11995 0.00980000000000003 -0.0762499999999999 0.22195 -0.7682 -0.8611 -0.2667 0.0258 -0.21295 -0.5325 -0.99795 0.3312 -0.6327 -0.88785 0.61525 0.35225 -0.0907 0.87175 0.61545 0.81515 0.90605 -0.34505 0.45245 0.39885 0.3692 -0.0848 0.509 0.8777 0.14155 -0.19465 0.54595 -0.2069 0.2167 0.7342 0.38205 -0.5933 0.2931 -0.2743 -0.2519 -0.3444 -0.72435 -0.0562999999999999 -0.28195 -0.47205 0.8976 0.4742 -0.905 0.5377 -0.22965 0.27955 -0.45985 0.48445 -0.8038 -0.78 0.06355 0.2709 -0.3668 0.34765 0.88885 -0.71575 -0.74625 0.7096 0.9334 0.41335 -0.69405 0.1614 -0.12455 0.7797 -0.511 0.10865 0.45025 0.99575 0.2752 0.3143 -0.94075 -0.628 0.473 -0.5012 -0.3737 -0.3224 0.2258 -0.7946 -0.0105499999999999 -0.9559 -0.51545 0.34185 0.0319 0.16015 0.17415 -0.991 -0.42665 0.0989 -0.0984499999999999 0.00565000000000015 0.0543 -0.1447 0.211 -0.387 0.13545 -0.16505 0.86995 0.21695 -0.9032 -0.35235 0.1423 0.3292 0.8546 -0.32815 0.7876 0.80075 -0.601 -0.7292 -0.14755 0.0072000000000001 -0.34705 0.32015 -0.2098 -0.44355 0.3576 -0.7811 -0.6743 -0.8909 0.46505 0.12885 0.79835 0.29515 0.95155 -0.6083 0.86585 0.1125 -0.354 0.39465 0.35545 -0.80135 0.39855 -0.2325 0.6113 -0.22695 0.1136 0.2716 0.92665 0.5871 -0.97815 0.50945 0.4066 0.48585 -0.17505 0.2323 -0.81905 -0.26705 -0.0213 0.00714999999999999 -0.6911 -0.81415 0.24085 -0.3611 -0.07155 0.76335 -0.50525 0.0584 0.51845 -0.354 0.3172 0.8092 -0.138 -0.4346 0.81755 0.7735 0.9096 -0.9909 -0.35785 0.8728 -0.07995 0.90245 -0.000149999999999983 -0.6395 -0.2015 0.66565 -0.30935 -0.9239 -0.9484 0.6619 0.251 0.48105 -0.59555 -0.0682999999999999 0.6175 0.74555 -0.8594 0.7079 0.86665 0.7368 0.532 -0.8219
"YLR440C_tsq1445" 0.303 -0.7872 -0.29635 0.95405 -0.2784 0.7172 0.35495 0.87795 0.5942 -0.87505 -0.40245 -0.9767 -0.92605 -0.7505 -0.649 -0.3988 -0.205 -0.30125 -0.8571 0.8454 -0.53455 -0.86435 0.8894 -0.75725 -0.4709 0.4584 0.3508 -0.5813 -0.46955 0.20265 -0.0426 -0.8095 -0.73955 -0.3342 -0.03655 0.49645 -0.747 0.5858 0.8383 0.619 0.365 0.0321 0.0398000000000001 0.2314 -0.8916 -0.18115 -0.35925 -0.43275 -0.1149 0.7471 -0.2224 -0.6773 -0.90625 0.78685 -0.62455 -0.38585 0.14915 -0.7412 -0.3591 0.9843 -0.4974 -0.7543 -0.48965 0.40955 0.86445 -0.0417 -0.59045 -0.3983 0.52715 -0.70415 -0.3477 0.5901 0.126 0.1897 0.27905 -0.29585 0.69255 -0.9563 0.0666500000000001 -0.10575 0.68565 -0.74585 0.78245 -0.52405 0.4933 -0.85995 -0.4064 -0.56205 -0.2836 0.6228 -0.51735 0.69195 0.15035 0.70295 -0.16295 0.6515 0.6241 0.19085 -0.1724 0.84815 0.2737 0.9572 -0.13625 0.60165 0.23145 -0.57855 0.42695 0.2702 0.62805 0.6896 -0.7393 0.2741 0.777 -0.44865 -0.2208 -0.57535 -0.3298 0.78585 -0.13205 0.8036 -0.46835 0.4143 0.36435 -0.20175 -0.67865 -0.67465 0.7973 -0.5877 -0.41 -0.0863499999999999 0.48455 -0.552 0.0322500000000001 0.44195 0.0238 0.1661 -0.08295 -0.5323 -0.7302 -0.39345 0.077 0.3574 -0.9256 0.2298 -0.35305 -0.75305 0.21815 0.6484 0.88125 -0.56725 -0.80205 0.30955 -0.8666 -0.3162 0.99295 0.3264 -0.0687 0.06765 0.1231 0.0665500000000001 0.54205 -0.25305 -0.7597 0.0485 0.1555 0.1965 0.5778 0.7819 -0.3089 0.2848 -0.5011 0.97415 0.0361500000000001 -0.42755 0.50065 0.71065 -0.91825 -0.6173 -0.7513 -0.2063 0.84865 -0.00724999999999998 0.6551 0.0634000000000001 -0.06375 -0.1917 -0.3993 0.22475 0.1315 -0.58275 0.2206 0.74275 -0.87535 0.0392000000000001 0.1279 -0.3834 0.88425 0.64365 -0.01855 -0.0381999999999999
"YLR204W_sn2538" 0.4377 -0.5152 -0.92895 0.59895 -0.98605 0.58995 0.44955 -0.28295 -0.3002 0.8158 0.77725 0.3816 -0.8896 -0.95265 -0.14445 0.56985 -0.2673 0.2401 -0.75105 -0.21085 0.77165 -0.0723999999999999 -0.2884 0.3907 0.94125 0.0158 -0.704 -0.22405 0.4019 0.6213 0.12495 0.0955000000000001 0.1715 0.07595 0.7889 0.3231 -0.98525 -0.90085 -0.41045 -0.7096 0.8925 0.8818 0.1823 -0.93395 0.4486 0.5571 -0.1865 0.9905 0.6673 0.24755 -0.2599 0.0339 0.158 0.88425 -0.005 0.8602 -0.0135 -0.6281 -0.19065 0.83865 -0.95755 0.4896 0.16985 0.2747 0.69725 -0.18235 -0.00474999999999992 -0.2018 0.3276 0.983 -0.35285 0.4996 0.5292 -0.49755 -0.22385 -0.71375 -0.36005 -0.1765 -0.4412 -0.21355 -0.99405 0.74485 0.9388 0.4185 -0.40435 -0.76555 -0.15775 0.41385 -0.7284 0.5023 -0.4917 -0.1016 0.205 0.2375 0.89285 -0.74805 -0.0729 0.26565 -0.9568 0.2329 0.69295 -0.4994 -0.3966 0.66815 -0.8218 -0.8001 0.88645 0.96805 -0.2512 0.4104 0.6939 0.87975 0.30435 0.90105 -0.13395 0.5621 -0.32505 0.55165 -0.000149999999999983 0.36625 -0.39565 -0.623 0.12665 -0.43205 0.209 -0.1937 -0.8061 -0.4201 -0.2699 0.96365 -0.5958 0.9193 0.4141 -0.4169 0.9414 0.6917 -0.8168 0.2423 -0.8939 -0.1859 0.28445 0.86485 0.9832 -0.6152 -0.7728 -0.8957 0.9758 -0.7201 -0.7415 0.3288 0.0496000000000001 -0.45375 -0.63575 0.8226 0.27835 -0.3566 0.6086 -0.80315 -0.0221 0.71765 0.9847 0.3383 -0.8322 -0.4595 0.78505 -0.3921 0.7282 -0.60895 0.1452 -0.50925 -0.68775 0.82385 -0.9495 0.696 0.71835 0.3055 0.598 0.0201500000000001 0.9694 -0.58905 -0.8438 -0.196 0.71525 -0.65565 -0.673 0.22885 0.39015 -0.2328 -0.68015 -0.76575 -0.6358 -0.2763 0.11415 -0.0192 0.99325 0.6783 -0.36025 -0.70285 -0.62655 0.77395
"YGL071W_sn1939" -0.7081 0.9741 -0.84745 0.17955 -0.93105 0.5422 0.43635 0.08135 0.20385 0.9049 0.76425 0.78725 -0.87615 0.95805 0.37025 -0.1224 0.17645 -0.23995 -0.06285 -0.8358 -0.84115 -0.84525 0.34785 0.20865 0.5012 -0.847 0.50615 -0.0237499999999999 -0.93445 0.5871 0.6676 -0.2367 -0.90345 0.91695 0.8253 0.1431 -0.6391 -0.8096 0.5168 0.74805 -0.8561 0.6538 0.99625 -0.3967 -0.87665 0.76825 0.1629 -0.74605 0.2743 0.9613 -0.2599 -0.98245 -0.86 -0.44495 0.45725 0.51775 -0.27125 0.7212 0.9599 0.9295 -0.8373 0.16795 0.4238 0.431 -0.01435 0.1657 0.5923 0.30725 -0.4603 0.27185 0.75105 0.1218 -0.60475 0.5127 -0.07165 -0.6014 0.4057 -0.3152 0.40635 0.07735 0.73225 -0.43695 -0.685 0.61405 -0.3317 -0.72525 -0.557 0.2974 -0.2832 0.57535 -0.28085 -0.35175 -0.7882 -0.4241 0.39505 -0.21875 -0.5638 0.3911 -0.25905 0.4912 0.47115 0.7267 -0.0428499999999999 0.82895 0.5059 0.0459000000000001 -0.7228 0.49095 0.0493000000000001 0.2522 -0.8156 0.69535 -0.8263 0.6182 0.34295 -0.4134 0.14075 -0.5023 -0.97325 0.63505 0.91135 -0.6574 0.64175 0.40385 -0.47005 -0.0515 0.38395 -0.9983 0.36985 0.9576 -0.63515 -0.0859 0.10105 0.00685000000000002 0.1564 -0.7291 0.72005 0.55825 0.0465 0.13655 -0.65535 -0.272 -0.138 -0.91245 0.64585 0.3327 -0.4168 -0.49565 -0.96755 -0.2369 0.0864 0.96025 -0.1218 0.7518 0.6331 -0.332 -0.734 0.9079 0.6837 -0.0381999999999999 -0.4892 0.83435 -0.00805 0.8165 -0.5582 -0.757 -0.81685 0.22035 0.98385 0.9864 0.12405 0.85485 0.0240500000000001 -0.2807 -0.47765 -0.50525 -0.48385 0.3078 0.53455 0.89445 0.6745 0.77335 -0.83485 0.98825 0.73585 0.6851 -0.0397 -0.0358999999999999 0.2224 0.3183 -0.5428 0.42475 -0.89015 -0.4457 0.24045 0.6713 -0.60585 0.5376 -0.5588 -0.0831999999999999
"YMR058W_sn2364" 0.9376 0.5293 0.76135 -0.0458 -0.45535 0.42005 -0.19285 0.6407 0.60195 0.71715 -0.1594 0.60265 -0.8388 -0.97905 0.71275 -0.91585 -0.2837 -0.48675 -0.3074 0.97925 -0.41305 -0.0188999999999999 -0.85985 -0.3456 0.08345 0.78115 -0.3729 -0.3188 0.1721 -0.5731 0.03105 -0.8654 0.33715 0.61085 0.4509 -0.0935499999999999 0.97935 -0.59375 -0.7673 -0.74895 0.3495 -0.3932 -0.0303 0.3688 0.9185 -0.8844 -0.9852 -0.9985 -0.5657 0.71245 -0.7902 -0.5909 -0.67015 0.61525 0.42875 0.0437000000000001 -0.1522 -0.06455 0.83435 -0.16485 0.1935 -0.3421 -0.8086 -0.95915 -0.41445 0.0275000000000001 -0.2848 0.8369 -0.8965 -0.58325 -0.09705 0.89075 -0.2308 0.3024 0.7254 0.2012 -0.8086 0.0863 -0.7858 -0.7361 0.5462 -0.18425 -0.85735 0.8371 0.4124 -0.3656 0.0293000000000001 -0.703 0.7495 -0.7826 -0.66265 -0.96205 -0.57055 -0.28845 -0.20005 0.8553 -0.96435 -0.6863 -0.67255 -0.75705 -0.40765 -0.0333 0.56485 -0.55305 -0.9826 -0.97685 -0.8983 0.0241 0.254 0.6631 0.8214 0.476 0.1721 -0.8274 -0.8524 -0.0621999999999999 -0.47105 0.358 0.8651 -0.42715 -0.45805 0.3789 0.7502 0.3845 0.38395 0.3631 0.2634 -0.15605 -0.48585 0.85 -0.4222 0.66175 0.8095 0.31955 0.1029 0.63815 0.73965 -0.1733 0.9798 0.19125 -0.6833 0.45435 0.5173 0.0258 -0.55605 0.19895 0.5985 -0.4051 -0.3894 0.55605 0.66925 -0.0541499999999999 -0.63315 0.038 -0.1103 -0.19465 0.7645 -0.55595 0.25345 -0.58105 -0.75405 -0.7873 0.19645 -0.17855 -0.01945 -0.62225 0.2922 -0.86945 0.04365 -0.54655 -0.97575 0.7263 -0.3676 -0.7804 -0.4677 0.7588 0.32995 0.96305 0.15545 -0.97825 0.77835 0.8339 0.6557 -0.3579 0.66145 -0.98885 0.0979000000000001 0.414 -0.5958 0.27245 0.69065 0.71895 0.92795 0.12655 0.28245 0.64005 0.6608 -0.7658 -0.96675 -0.41755
